Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
3520,Kit banquetas,moveis,399.68,28.837337887,2020-07-12T00:00:00.000,Camila Ribeiro,PE,5,cartao_debito,1,-8.38,-37.86
3521,Carrinho controle remoto,brinquedos,113.95,6.5985992175,2020-07-12T00:00:00.000,Mariana Ferreira,PE,5,cartao_credito,1,-8.38,-37.86
3522,Iniciando em programação,livros,74.67,4.2647296747,2020-07-12T00:00:00.000,Pedro Gomes,SP,1,cartao_credito,8,-22.19,-48.79
3523,Carrinho controle remoto,brinquedos,109.51,6.7194932247,2021-07-12T00:00:00.000,Rafael Costa,SP,1,boleto,1,-22.19,-48.79
3524,Sofá retrátil,moveis,926.01,46.8916857545,2021-07-12T00:00:00.000,Thiago Silva,RS,5,cartao_credito,4,-30.17,-53.5
3525,Headset,eletronicos,244.68,13.3115998125,2021-07-12T00:00:00.000,Bruno Rodrigues,RJ,5,boleto,1,-22.25,-42.66
3526,Xadrez de madeira,brinquedos,40.69,3.055035263,2021-07-12T00:00:00.000,Camila Ribeiro,SC,1,cartao_credito,3,-27.45,-50.95
3527,Fone de ouvido,eletronicos,88.35,4.9874976163,2021-07-12T00:00:00.000,Felipe Santos,SP,5,cartao_credito,3,-22.19,-48.79
3528,Cama king,moveis,808.28,43.5695828926,2021-07-12T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
3529,Assistente virtual,eletronicos,275.2,15.5419872623,2021-07-12T00:00:00.000,Larissa Alves,RS,5,boleto,1,-30.17,-53.5
3530,Celular Plus X42,eletronicos,2680.46,140.3108701606,2021-07-12T00:00:00.000,Larissa Alves,ES,4,boleto,1,-19.19,-40.34
3531,Fogão,eletrodomesticos,894.45,47.9155484455,2021-07-12T00:00:00.000,João Souza,ES,4,cartao_credito,1,-19.19,-40.34
3532,Sofá retrátil,moveis,970.53,52.2089072791,2022-07-12T00:00:00.000,Camila Ribeiro,PR,4,boleto,1,-24.89,-51.55
3533,Micro-ondas,eletrodomesticos,1082.54,55.2264373491,2022-07-12T00:00:00.000,Rafael Costa,MG,2,cartao_credito,10,-18.1,-44.38
3534,Cadeira de escritório,moveis,664.13,32.9473635952,2022-07-12T00:00:00.000,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
3535,Pandeiro,instrumentos musicais,63.47,3.9106910817,2022-07-12T00:00:00.000,Larissa Alves,SC,5,cartao_credito,10,-27.45,-50.95
3536,Cadeira de escritório,moveis,529.35,25.7707340679,2022-07-12T00:00:00.000,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
3537,TV Led UHD 4K,eletronicos,3618.85,192.976001447,2022-07-12T00:00:00.000,Thiago Silva,DF,5,boleto,1,-15.83,-47.86
3538,Pandeiro,instrumentos musicais,88.75,2.3101095706,2022-07-12T00:00:00.000,Rafael Costa,RJ,5,cartao_credito,2,-22.25,-42.66
3539,Jogo de panelas,utilidades domesticas,155.1,9.9114027488,2022-07-12T00:00:00.000,Thiago Silva,RJ,1,cartao_credito,1,-22.25,-42.66
3540,Jogo de tabuleiro,brinquedos,228.21,12.8385081028,2022-07-12T00:00:00.000,João Souza,SP,5,cartao_credito,2,-22.19,-48.79
3541,Cômoda,moveis,375.61,21.39921786,2022-07-12T00:00:00.000,Larissa Alves,SP,1,cartao_credito,3,-22.19,-48.79
3542,Carrinho controle remoto,brinquedos,73.05,1.4741318025,2020-08-12T00:00:00.000,João Souza,CE,5,cupom,1,-5.2,-39.53
3543,Blocos de montar,brinquedos,50.12,0,2020-08-12T00:00:00.000,Felipe Santos,RS,5,cartao_credito,14,-30.17,-53.5
3544,Cômoda,moveis,344.58,18.8789528894,2020-08-12T00:00:00.000,Felipe Santos,SP,5,cartao_credito,2,-22.19,-48.79
3545,Mesa de centro,moveis,271.63,12.0479193937,2020-08-12T00:00:00.000,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
3546,Smart TV,eletronicos,2088.88,108.8110148721,2020-08-12T00:00:00.000,Felipe Santos,SP,1,cartao_credito,8,-22.19,-48.79
3547,Smart TV,eletronicos,1643.65,85.1038568037,2020-08-12T00:00:00.000,Lucas Oliveira,PR,5,cartao_credito,4,-24.89,-51.55
3548,Smartwatch,eletronicos,176,6.9559095873,2020-08-12T00:00:00.000,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
3549,Boneca bebê,brinquedos,58.69,3.6561704619,2020-08-12T00:00:00.000,Camila Ribeiro,BA,5,cupom,1,-13.29,-41.71
3550,Panela de pressão,utilidades domesticas,91.49,2.4560063275,2020-08-12T00:00:00.000,Juliana Costa,SP,5,cartao_credito,4,-22.19,-48.79
3551,Guitarra,instrumentos musicais,1034.05,52.6444907265,2021-08-12T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
3552,Impressora,eletronicos,401.04,18.9386125762,2021-08-12T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,4,-22.19,-48.79
3553,Faqueiro,utilidades domesticas,41.46,0,2021-08-12T00:00:00.000,Juliana Costa,SP,1,cartao_credito,1,-22.19,-48.79
3554,Corda de pular,esporte e lazer,30.12,0,2021-08-12T00:00:00.000,Isabella Pereira,RJ,5,boleto,1,-22.25,-42.66
3555,Sofá retrátil,moveis,909.57,46.0163052126,2021-08-12T00:00:00.000,Camila Ribeiro,MG,5,cartao_credito,1,-18.1,-44.38
3556,Jogo de panelas,utilidades domesticas,255.84,11.2071493964,2021-08-12T00:00:00.000,Bruno Rodrigues,GO,5,cartao_credito,3,-15.98,-49.86
3557,Guitarra,instrumentos musicais,1081.16,58.0996219594,2021-08-12T00:00:00.000,Lucas Oliveira,BA,5,cartao_credito,4,-13.29,-41.71
3558,Guarda roupas,moveis,641.57,34.6927769236,2021-08-12T00:00:00.000,Bruno Rodrigues,PR,5,cartao_credito,2,-24.89,-51.55
3559,Geladeira,eletrodomesticos,2556.1,136.3934120315,2021-08-12T00:00:00.000,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
3560,Cama king,moveis,1134.59,61.1005163458,2021-08-12T00:00:00.000,Larissa Alves,PR,3,cartao_credito,1,-24.89,-51.55
3561,Dinossauro Rex,brinquedos,19.8,1.5853949587,2022-08-12T00:00:00.000,Pedro Gomes,PR,4,cartao_credito,2,-24.89,-51.55
3562,Cama box,moveis,848.85,42.7831478829,2022-08-12T00:00:00.000,Juliana Costa,PR,5,cupom,1,-24.89,-51.55
3563,Modelagem preditiva,livros,87.61,7.8287852565,2022-08-12T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
3564,Impressora,eletronicos,388.29,18.2597134333,2022-08-12T00:00:00.000,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
3565,Lavadora de roupas,eletrodomesticos,1775.24,94.8093152701,2022-08-12T00:00:00.000,Larissa Alves,RJ,4,cartao_credito,1,-22.25,-42.66
3566,Geladeira,eletrodomesticos,2977.24,156.1135123266,2022-08-12T00:00:00.000,Rafael Costa,MG,5,cartao_credito,1,-18.1,-44.38
3567,Sofá retrátil,moveis,926.16,46.8996728032,2022-08-12T00:00:00.000,Rafael Costa,SP,5,boleto,1,-22.19,-48.79
3568,Cômoda,moveis,385.81,21.4830696599,2022-08-12T00:00:00.000,Lucas Oliveira,SC,5,cartao_credito,4,-27.45,-50.95
3569,Faqueiro,utilidades domesticas,45.3,2.7008655315,2022-08-12T00:00:00.000,Bianca Santos,SC,5,cartao_credito,3,-27.45,-50.95
3570,Copo térmico,esporte e lazer,46.67,3.4248849299,2020-09-12T00:00:00.000,Pedro Gomes,RJ,5,cartao_credito,2,-22.25,-42.66
3571,Faqueiro,utilidades domesticas,71.63,1.3985210744,2020-09-12T00:00:00.000,Camila Ribeiro,RS,5,cartao_credito,1,-30.17,-53.5
3572,TV Led UHD 4K,eletronicos,2238.96,116.8023233708,2020-09-12T00:00:00.000,Thiago Silva,RS,4,cartao_credito,2,-30.17,-53.5
3573,Cama box,moveis,527.47,25.6706297237,2020-09-12T00:00:00.000,Camila Ribeiro,DF,5,cartao_credito,10,-15.83,-47.86
3574,TV Led UHD 4K,eletronicos,2982.76,159.111773466,2020-09-12T00:00:00.000,Felipe Santos,SC,5,cartao_credito,4,-27.45,-50.95
3575,Faqueiro,utilidades domesticas,72.36,4.384056837,2020-09-12T00:00:00.000,Rafael Costa,PA,1,cartao_credito,8,-3.79,-52.48
3576,Bicicleta,esporte e lazer,714.09,35.6075832954,2020-09-12T00:00:00.000,Camila Ribeiro,MG,5,cartao_credito,5,-18.1,-44.38
3577,Bola de vôlei,esporte e lazer,69.94,1.3085336586,2020-09-12T00:00:00.000,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
3578,Ciência de dados com python,livros,60.56,0,2020-09-12T00:00:00.000,Larissa Alves,SP,4,cartao_credito,3,-22.19,-48.79
3579,Celular Plus X42,eletronicos,3103.24,165.7644591909,2020-09-12T00:00:00.000,Lucas Oliveira,PR,5,boleto,1,-24.89,-51.55
3580,Panela de pressão,utilidades domesticas,111.94,6.243594148,2021-09-12T00:00:00.000,Rafael Costa,ES,5,cartao_credito,10,-19.19,-40.34
3581,TV Led UHD 4K,eletronicos,2131.82,114.2000137754,2021-09-12T00:00:00.000,Lucas Oliveira,RS,5,cartao_credito,3,-30.17,-53.5
3582,Iniciando em programação,livros,55.85,3.5049490058,2021-09-12T00:00:00.000,Beatriz Moraes,SP,3,cartao_credito,4,-22.19,-48.79
3583,Geladeira,eletrodomesticos,2316.48,120.9300301594,2021-09-12T00:00:00.000,Mariana Ferreira,PE,4,cartao_credito,9,-8.38,-37.86
3584,Blocos de montar,brinquedos,41.53,0,2021-09-12T00:00:00.000,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
3585,Bicicleta,esporte e lazer,746.37,37.3263961841,2021-09-12T00:00:00.000,Felipe Santos,SP,1,boleto,1,-22.19,-48.79
3586,Cômoda,moveis,440.65,24.8624021935,2021-09-12T00:00:00.000,Pedro Gomes,RS,5,cartao_credito,6,-30.17,-53.5
3587,Cama king,moveis,587.11,32.2016890683,2021-09-12T00:00:00.000,Bianca Santos,SP,1,cartao_credito,1,-22.19,-48.79
3588,Cômoda,moveis,423.2,22.8172527523,2022-09-12T00:00:00.000,Rafael Costa,RJ,1,cartao_credito,1,-22.25,-42.66
3589,Micro-ondas,eletrodomesticos,594.9,37.9185706873,2022-09-12T00:00:00.000,Isabella Pereira,MG,5,cartao_credito,3,-18.1,-44.38
3590,Poltrona,moveis,350.63,16.2544317298,2022-09-12T00:00:00.000,Mariana Ferreira,MG,4,cartao_credito,10,-18.1,-44.38
3591,Mesa de centro,moveis,244.54,13.5472843145,2022-09-12T00:00:00.000,Lucas Oliveira,MG,4,cartao_credito,6,-18.1,-44.38
3592,Carrinho controle remoto,brinquedos,113.57,3.631699902,2022-09-12T00:00:00.000,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
3593,Fone de ouvido,eletronicos,86.55,2.192966189,2022-09-12T00:00:00.000,João Souza,SP,3,cartao_credito,10,-22.19,-48.79
3594,Lavadora de roupas,eletrodomesticos,1628.15,84.2785284339,2020-10-12T00:00:00.000,Larissa Alves,PR,5,boleto,1,-24.89,-51.55
3595,Mesa de centro,moveis,221.73,9.390894513,2020-10-12T00:00:00.000,Bruno Rodrigues,PR,5,cartao_credito,3,-24.89,-51.55
3596,Tablet ABXY,eletronicos,930.9,50.0938894665,2020-10-12T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
3597,Cubo mágico 8x8,brinquedos,13.95,0,2020-10-12T00:00:00.000,Lucas Oliveira,RJ,1,cartao_credito,1,-22.25,-42.66
3598,Carrinho controle remoto,brinquedos,91.61,2.4623959665,2021-10-12T00:00:00.000,Larissa Alves,SP,5,boleto,1,-22.19,-48.79
3599,Dinossauro Rex,brinquedos,26.47,2.2978630425,2021-10-12T00:00:00.000,Bianca Santos,PE,1,cartao_credito,3,-8.38,-37.86
3600,Headset,eletronicos,109.94,3.4384133225,2021-10-12T00:00:00.000,Juliana Costa,AC,2,cartao_credito,7,-8.77,-70.55
3601,Assistente virtual,eletronicos,330.35,17.8732695826,2021-10-12T00:00:00.000,Larissa Alves,SC,3,cartao_credito,6,-27.45,-50.95
3602,Cadeira de escritório,moveis,306.89,17.229384426,2021-10-12T00:00:00.000,João Souza,SP,4,boleto,1,-22.19,-48.79
3603,Panela de pressão,utilidades domesticas,119.86,3.9666234791,2021-10-12T00:00:00.000,Juliana Costa,SC,1,cartao_credito,3,-27.45,-50.95
3604,Celular ABXY,eletronicos,1278.3,65.6500684239,2021-10-12T00:00:00.000,Felipe Santos,RJ,5,cartao_credito,7,-22.25,-42.66
3605,Copo térmico,esporte e lazer,58.21,0,2021-10-12T00:00:00.000,Juliana Costa,DF,2,cartao_credito,10,-15.83,-47.86
3606,Impressora,eletronicos,370.68,17.3220339113,2021-10-12T00:00:00.000,Rafael Costa,MG,4,cartao_credito,1,-18.1,-44.38
3607,Bola de basquete,esporte e lazer,56.72,3.5512738885,2021-10-12T00:00:00.000,João Souza,SP,5,cartao_credito,6,-22.19,-48.79
3608,Lavadora de roupas,eletrodomesticos,1987.13,103.3931334772,2021-10-12T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,1,-18.1,-44.38
3609,Fogão,eletrodomesticos,1369.13,70.4864926706,2021-10-12T00:00:00.000,Pedro Gomes,SP,4,cartao_credito,3,-22.19,-48.79
3610,Assistente virtual,eletronicos,254.85,14.0962607979,2022-10-12T00:00:00.000,Rafael Costa,DF,4,cartao_credito,4,-15.83,-47.86
3611,Bola de basquete,esporte e lazer,36.79,13.6049850244,2022-10-12T00:00:00.000,Camila Ribeiro,RS,1,cartao_credito,1,-30.17,-53.5
3612,Guarda roupas,moveis,679.93,36.7353315212,2022-10-12T00:00:00.000,João Souza,RJ,5,cartao_credito,2,-22.25,-42.66
3613,Faqueiro,utilidades domesticas,74.2,4.637938927,2022-10-12T00:00:00.000,Pedro Gomes,CE,4,cartao_credito,3,-5.2,-39.53
3614,Bola de basquete,esporte e lazer,68.35,1.223870942,2020-11-12T00:00:00.000,Beatriz Moraes,MA,5,boleto,1,-5.42,-45.44
3615,Cama king,moveis,773.86,41.4944937289,2020-11-12T00:00:00.000,Lucas Oliveira,RS,3,boleto,1,-30.17,-53.5
3616,Bicicleta,esporte e lazer,604.95,32.7380325557,2020-11-12T00:00:00.000,Juliana Costa,SC,5,cartao_credito,2,-27.45,-50.95
3617,Cômoda,moveis,443.76,21.2133240572,2020-11-12T00:00:00.000,Pedro Gomes,RS,5,cartao_credito,6,-30.17,-53.5
3618,Impressora,eletronicos,473.48,22.7958246474,2020-11-12T00:00:00.000,Isabella Pereira,SP,2,boleto,1,-22.19,-48.79
3619,Modelagem preditiva,livros,74.29,1.5401580721,2020-11-12T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
3620,Bateria,instrumentos musicais,522.04,28.3281640181,2020-11-12T00:00:00.000,Mariana Ferreira,RJ,5,boleto,1,-22.25,-42.66
3621,Impressora,eletronicos,442.82,31.656480712,2020-11-12T00:00:00.000,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
3622,Faqueiro,utilidades domesticas,70.55,1.3410143235,2021-11-12T00:00:00.000,Larissa Alves,CE,1,cartao_credito,3,-5.2,-39.53
3623,Lavadora de roupas,eletrodomesticos,1749.12,93.4185038496,2021-11-12T00:00:00.000,Juliana Costa,PR,4,cartao_credito,5,-24.89,-51.55
3624,Faqueiro,utilidades domesticas,71.4,1.3862742664,2021-11-12T00:00:00.000,Felipe Santos,PR,1,cartao_credito,1,-24.89,-51.55
3625,Fogão,eletrodomesticos,1230.52,71.9011024643,2021-11-12T00:00:00.000,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
3626,Carrinho controle remoto,brinquedos,75.38,4.7007703771,2021-11-12T00:00:00.000,Pedro Gomes,SP,2,cartao_credito,7,-22.19,-48.79
3627,Celular ABXY,eletronicos,1175.85,62.8992518807,2021-11-12T00:00:00.000,Camila Ribeiro,RJ,4,boleto,1,-22.25,-42.66
3628,Guarda roupas,moveis,690.42,37.6512031129,2021-11-12T00:00:00.000,Pedro Gomes,GO,4,cartao_credito,1,-15.98,-49.86
3629,Pandeiro,instrumentos musicais,83.14,2.0113939477,2021-11-12T00:00:00.000,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
3630,Lavadora de roupas,eletrodomesticos,1785.1,92.6356437649,2021-11-12T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
3631,Iniciando em programação,livros,44.94,3.7920351489,2021-11-12T00:00:00.000,Bianca Santos,RJ,3,cartao_credito,4,-22.25,-42.66
3632,Lavadora de roupas,eletrodomesticos,1869.34,100.2237434212,2021-11-12T00:00:00.000,Beatriz Moraes,RJ,5,cartao_credito,2,-22.25,-42.66
3633,Bola de basquete,esporte e lazer,87.82,2.2605898684,2021-11-12T00:00:00.000,Larissa Alves,SP,5,cartao_credito,10,-22.19,-48.79
3634,TV Led UHD 4K,eletronicos,3449.89,184.5846790132,2021-11-12T00:00:00.000,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
3635,Dinossauro Rex,brinquedos,24.06,1.5642485265,2021-11-12T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,5,-18.1,-44.38
3636,Violão,instrumentos musicais,295.1,16.6016023951,2021-11-12T00:00:00.000,Pedro Gomes,SP,4,cartao_credito,8,-22.19,-48.79
3637,Jogo de panelas,utilidades domesticas,171.76,6.730142343,2021-11-12T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
3638,Mesa de jantar,moveis,242.42,10.4925747692,2022-11-12T00:00:00.000,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
3639,Bola de basquete,esporte e lazer,79.48,1.8165099585,2022-11-12T00:00:00.000,Lucas Oliveira,SP,4,cartao_debito,1,-22.19,-48.79
3640,Cubo mágico 8x8,brinquedos,24.26,0,2022-11-12T00:00:00.000,Rafael Costa,SP,1,cartao_credito,5,-22.19,-48.79
3641,Smart TV,eletronicos,2403.96,125.5880769842,2022-11-12T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
3642,Blocos de montar,brinquedos,48.37,5.7393733063,2022-11-12T00:00:00.000,João Souza,ES,5,cartao_credito,8,-19.19,-40.34
3643,Sofá retrátil,moveis,930.51,50.4867059824,2020-12-12T00:00:00.000,Lucas Oliveira,SP,5,cupom,1,-22.19,-48.79
3644,Blocos de montar,brinquedos,49.52,5.8006073466,2020-12-12T00:00:00.000,Isabella Pereira,MG,5,boleto,1,-18.1,-44.38
3645,Lavadora de roupas,eletrodomesticos,2059.91,115.9259458458,2020-12-12T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
3646,Celular Plus X42,eletronicos,2990.08,159.495890541,2020-12-12T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,7,-22.19,-48.79
3647,Carrinho controle remoto,brinquedos,86.98,2.2158623954,2020-12-12T00:00:00.000,Bruno Rodrigues,MG,4,cartao_credito,1,-18.1,-44.38
3648,Sofá retrátil,moveis,817.34,41.1053351777,2020-12-12T00:00:00.000,Isabella Pereira,RJ,2,cupom,1,-22.25,-42.66
3649,Guarda roupas,moveis,643.56,34.9546460623,2021-12-12T00:00:00.000,Bruno Rodrigues,PI,5,cartao_credito,3,-6.6,-42.28
3650,Bola de vôlei,esporte e lazer,58.5,0,2021-12-12T00:00:00.000,Lucas Oliveira,PR,5,cartao_credito,2,-24.89,-51.55
3651,Lava louças,eletrodomesticos,1856.23,96.4231022772,2021-12-12T00:00:00.000,Isabella Pereira,SP,3,cartao_credito,1,-22.19,-48.79
3652,Cubo mágico 8x8,brinquedos,14,3.9092742051,2021-12-12T00:00:00.000,Rafael Costa,SP,5,cartao_debito,1,-22.19,-48.79
3653,Secadora de roupas,eletrodomesticos,1953.42,101.5981773904,2021-12-12T00:00:00.000,Bianca Santos,SP,5,cartao_credito,1,-22.19,-48.79
3654,Jogo de tabuleiro,brinquedos,327.59,15.0276210434,2021-12-12T00:00:00.000,Thiago Silva,PE,4,cartao_credito,10,-8.38,-37.86
3655,Corda de pular,esporte e lazer,11.52,0,2021-12-12T00:00:00.000,João Souza,RN,3,cartao_credito,6,-5.81,-36.59
3656,Fone de ouvido,eletronicos,57.74,9.4540956599,2022-12-12T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
3657,Poltrona,moveis,266.06,11.7513336505,2022-12-12T00:00:00.000,Thiago Silva,SP,2,boleto,1,-22.19,-48.79
3658,Mesa de centro,moveis,288.46,15.890731721,2022-12-12T00:00:00.000,Camila Ribeiro,CE,4,cartao_credito,8,-5.2,-39.53
3659,Jogo de tabuleiro,brinquedos,303.95,13.7688621621,2020-01-13T00:00:00.000,Pedro Gomes,AM,5,cartao_credito,1,-3.47,-65.1
3660,Jogo de tabuleiro,brinquedos,287.48,12.8918842105,2020-01-13T00:00:00.000,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
3661,Violão,instrumentos musicais,416.6,23.071111874,2020-01-13T00:00:00.000,Isabella Pereira,DF,2,cartao_credito,7,-15.83,-47.86
3662,Dinossauro Rex,brinquedos,21.52,0,2020-01-13T00:00:00.000,Juliana Costa,PA,5,boleto,1,-3.79,-52.48
3663,Jogo de panelas,utilidades domesticas,208.06,8.6630081379,2020-01-13T00:00:00.000,Mariana Ferreira,SP,1,boleto,1,-22.19,-48.79
3664,Lava louças,eletrodomesticos,1366.58,73.2973783008,2020-01-13T00:00:00.000,Isabella Pereira,RS,1,cartao_credito,7,-30.17,-53.5
3665,Jogo de tabuleiro,brinquedos,304.53,16.9023185014,2021-01-13T00:00:00.000,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
3666,Impressora,eletronicos,309.59,17.0158406534,2021-01-13T00:00:00.000,Felipe Santos,MG,5,cartao_credito,1,-18.1,-44.38
3667,Mesa de jantar,moveis,231.49,9.910585151,2021-01-13T00:00:00.000,Felipe Santos,SP,2,cupom,1,-22.19,-48.79
3668,Faqueiro,utilidades domesticas,52.9,7.2968045673,2021-01-13T00:00:00.000,Bianca Santos,RJ,2,cartao_credito,1,-22.25,-42.66
3669,Impressora,eletronicos,446.49,26.9380656006,2021-01-13T00:00:00.000,Isabella Pereira,SP,5,boleto,1,-22.19,-48.79
3670,Dashboards com Power BI,livros,54.47,3.4314681574,2021-01-13T00:00:00.000,Lucas Oliveira,SP,4,boleto,1,-22.19,-48.79
3671,Tablet ABXY,eletronicos,1849.15,99.1486866609,2022-01-13T00:00:00.000,João Souza,SP,5,boleto,1,-22.19,-48.79
3672,Headset,eletronicos,60.73,3.7599547892,2022-01-13T00:00:00.000,Juliana Costa,RS,4,cartao_credito,10,-30.17,-53.5
3673,Guitarra,instrumentos musicais,1160.5,59.3775728139,2022-01-13T00:00:00.000,Camila Ribeiro,PE,4,cartao_credito,6,-8.38,-37.86
3674,Secadora de roupas,eletrodomesticos,1950.84,101.4608001521,2022-01-13T00:00:00.000,Isabella Pereira,SP,1,cartao_credito,1,-22.19,-48.79
3675,Pandeiro,instrumentos musicais,68.26,1.2190787128,2022-01-13T00:00:00.000,Mariana Ferreira,SP,5,cartao_credito,1,-22.19,-48.79
3676,Cama king,moveis,1248.22,78.1099880539,2023-01-13T00:00:00.000,Rafael Costa,GO,1,cartao_credito,3,-15.98,-49.86
3677,Fogão,eletrodomesticos,787.77,39.5308216362,2023-01-13T00:00:00.000,Lucas Oliveira,MA,1,boleto,1,-5.42,-45.44
3678,Geladeira,eletrodomesticos,3273.37,175.1855200566,2023-01-13T00:00:00.000,Isabella Pereira,SP,1,cupom,1,-22.19,-48.79
3679,Impressora,eletronicos,430.59,30.7256732203,2020-02-13T00:00:00.000,Thiago Silva,SC,3,cartao_credito,3,-27.45,-50.95
3680,Modelagem preditiva,livros,67.46,1.1764811195,2020-02-13T00:00:00.000,Mariana Ferreira,BA,1,cartao_credito,4,-13.29,-41.71
3681,Cadeira de escritório,moveis,361.36,16.8257719496,2020-02-13T00:00:00.000,Pedro Gomes,RJ,5,cartao_credito,1,-22.25,-42.66
3682,TV Led UHD 4K,eletronicos,3048.86,173.9886510019,2020-02-13T00:00:00.000,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
3683,Panela de pressão,utilidades domesticas,129.76,7.1924555383,2020-02-13T00:00:00.000,Felipe Santos,MG,3,cartao_credito,1,-18.1,-44.38
3684,Dinossauro Rex,brinquedos,26.55,1.944812152,2020-02-13T00:00:00.000,João Souza,MG,5,cupom,1,-18.1,-44.38
3685,Copo térmico,esporte e lazer,71.39,1.3857417964,2020-02-13T00:00:00.000,Pedro Gomes,RS,5,cartao_credito,2,-30.17,-53.5
3686,Fone de ouvido,eletronicos,172.05,10.5602602507,2021-02-13T00:00:00.000,Thiago Silva,PE,5,cartao_credito,5,-8.38,-37.86
3687,Micro-ondas,eletrodomesticos,515,25.0066397385,2021-02-13T00:00:00.000,Juliana Costa,MG,3,boleto,1,-18.1,-44.38
3688,Lavadora de roupas,eletrodomesticos,1998.36,103.9910971928,2021-02-13T00:00:00.000,Pedro Gomes,MG,5,boleto,1,-18.1,-44.38
3689,Jogo de copos,utilidades domesticas,30.48,1.9060942126,2021-02-13T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
3690,Cama box,moveis,766.15,41.3262871366,2021-02-13T00:00:00.000,Pedro Gomes,SP,4,cartao_credito,2,-22.19,-48.79
3691,Fone de ouvido,eletronicos,68.2,1.2158838933,2021-02-13T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
3692,Mochila,esporte e lazer,149.59,5.5496565393,2022-02-13T00:00:00.000,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
3693,Boneca bebê,brinquedos,50.82,2.9891380216,2022-02-13T00:00:00.000,João Souza,PI,1,cartao_credito,1,-6.6,-42.28
3694,Bola de basquete,esporte e lazer,43.21,2.5895793191,2022-02-13T00:00:00.000,Mariana Ferreira,MT,5,cartao_credito,6,-12.64,-55.42
3695,Poltrona,moveis,388.2,21.2015866628,2022-02-13T00:00:00.000,Mariana Ferreira,RN,5,cartao_credito,3,-5.81,-36.59
3696,Geladeira,eletrodomesticos,3081.76,161.6788878882,2022-02-13T00:00:00.000,João Souza,TO,5,cartao_credito,3,-9.46,-48.26
3697,Smart TV,eletronicos,2215.84,118.6738260093,2022-02-13T00:00:00.000,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
3698,Secadora de roupas,eletrodomesticos,1835.35,98.2579705514,2022-02-13T00:00:00.000,Thiago Silva,SP,1,cartao_credito,8,-22.19,-48.79
3699,Secadora de roupas,eletrodomesticos,1787.09,95.688270737,2022-02-13T00:00:00.000,João Souza,RS,2,cartao_credito,6,-30.17,-53.5
3700,Jogo de panelas,utilidades domesticas,277.9,16.4501333169,2022-02-13T00:00:00.000,Felipe Santos,SP,2,cupom,1,-22.19,-48.79
3701,Jogo de copos,utilidades domesticas,45.65,2.7138510751,2022-02-13T00:00:00.000,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
3702,Iniciando em programação,livros,78.23,4.6966166777,2023-02-13T00:00:00.000,Rafael Costa,SP,1,cartao_credito,3,-22.19,-48.79
3703,Secadora de roupas,eletrodomesticos,1946.17,115.2737258386,2023-02-13T00:00:00.000,Felipe Santos,SP,5,cartao_credito,4,-22.19,-48.79
3704,Blocos de montar,brinquedos,55.07,3.4634163523,2023-02-13T00:00:00.000,Isabella Pereira,SP,4,cartao_credito,1,-22.19,-48.79
